business_id,venue_text
GrDpOCuTrrAM9csFSTJ5Jw,"Categories: Irish, Food, Irish Pub, Restaurants, Whiskey Bars, Nightlife, Bars, Pubs, Beer, Wine & Spirits"
ytIh9UMN8mhMgICpd9aHcA,"Categories: Juice Bars & Smoothies, Breakfast & Brunch, Sandwiches, Restaurants, Coffee & Tea, Food"
vczXaA7Go4YOVCm9ZVfEGw,"Categories: Tires, Automotive, Oil Change Stations, Auto Repair"
HJrhes6zyTP-UDhsC3_tfQ,"Categories: Hotels, Event Planning & Services, Hotels & Travel"
b9IENYGikpojhg2s2wMBVQ,"Categories: Barbeque, American (Traditional), Restaurants, Steakhouses"
MK83TvLeXUkyQwAzO4Mpdw,"Categories: Coffee & Tea, Food"
b_KNASMqfGU5ZuzU-LNy9Q,"Categories: Restaurants, Chinese"
2N7usA8iK2roS5lKMwjCrw,"Categories: Restaurants, Fast Food, Burgers"
AacZf9H_2GyyU7rcXGh5CA,"Categories: Orthodontists, Dentists, General Dentistry, Health & Medical, Cosmetic Dentists, Periodontists, Pediatric Dentists, Oral Surgeons"
sp2K-I-h6Nf43k0UmFMsiA,"Categories: Chinese, Restaurants"
IFavC_7hn2ohUWU2WZqD7w,"Categories: Burgers, Breakfast & Brunch, American (Traditional), Restaurants, Sandwiches, Diners"
WPY4cegnq7NDBMe9KV6WPg,"Categories: Chinese, Restaurants"
i0K6VexW_A-fvkzD-nue6w,"Categories: Nightlife, Burgers, Sandwiches, Restaurants"
TXIHq9b0fEHe5DPrw_oUSw,"Categories: Hotels & Travel, Hotels, Event Planning & Services"
loopanRwJf9vUePkTjXjJA,"Categories: Children's Clothing, Sports Wear, Shopping, Fashion, Men's Clothing, Sporting Goods, Women's Clothing"
AHs1ZizUVBRTS61DrJ-QKg,"Categories: Hotels, Event Planning & Services, Hotels & Travel"
LYMGj11jXhuyD5wrMdyYpA,"Categories: Beer, Wine & Spirits, Food, American (Traditional), Nightlife, Sports Bars, Restaurants, Chicken Wings, Bars"
BGI6XK85PVeJM8tQ9gimaw,"Categories: Event Planning & Services, Cafes, Caterers, Restaurants"
ujCDKTtgcKlRElT8Td7NNw,"Categories: Local Services, Water Delivery"
hEoHY9Eqc7X5m-iI2CG2SA,"Categories: Nightlife, Chicken Wings, Sports Bars, American (Traditional), Restaurants, Bars"
OttyLlslpg9fAW3pYbZjUA,"Categories: Indian, Restaurants, Vegan, Pakistani, Middle Eastern, Vegetarian"
mJ18FViO3b5_qX1WJwOl9A,"Categories: Breakfast & Brunch, Mexican, Seafood, Restaurants"
8MwihHEsxKT4s8Mr6VzRGQ,"Categories: Auto Repair, Auto Parts & Supplies, Automotive, Car Dealers"
ysFWQ_XGmiN_sOgHmxKySQ,"Categories: Restaurants, Fast Food, Chicken Wings, Pizza, Italian"
8eUygCpxOl_oPC5gkz1L_g,"Categories: Department Stores, Shopping, Fashion"
VgbpGgHQ1LgXY5sOSldJGw,"Categories: Child Care & Day Care, Local Services"
SpQDrc9qAncGMutJP-QV2Q,"Categories: Real Estate, Home Services, Property Management"
S_xC9Xf3FNm1Bz6DCLmSuQ,"Categories: Pizza, Restaurants, Italian"
7hIBLLQGYc69U5Tp5eHoMQ,"Categories: Food, Beer, Wine & Spirits, Mexican, Restaurants"
Z-7ty9VxHeDsO3KbP2NnLg,"Categories: Car Dealers, Towing, Auto Repair, Automotive, Tires, Auto Parts & Supplies, Wheel & Rim Repair"
sE0td_XYwyCd4OZCvFcNpg,"Categories: Pest Control, Irrigation, Home Services, Local Services, Landscaping, Tree Services, Lawn Services"
e7lDxjbPfLfsxIDoJczccg,"Categories: Soul Food, Restaurants, American (Traditional), Italian"
ySsLezpOzNIuP42jAbpNPA,"Categories: Arcades, Pool Halls, Bars, Arts & Entertainment, Nightlife"
9sk5X2-wxIbc5HiwRlppWA,"Categories: Pets, Pet Services, Veterinarians, Pet Groomers, Pet Sitting"
K6KzBXcdruxxYy-aXFPgPQ,"Categories: Cosmetic Dentists, General Dentistry, Orthodontists, Health & Medical, Dentists"
e4yCyYZe6Sc7286S8W4S-w,"Categories: Makeup Artists, Beauty & Spas, Hair Salons, Massage"
ShM2wUwJaK8d0-Jm9YDd0w,"Categories: Coffee & Tea, Food"
l_oJVXPq5rfgPRoqa3vfDQ,"Categories: Pizza, Sandwiches, Restaurants, Chicken Wings"
2d3DYDTL9ZG6tBObuSHfLA,"Categories: Restaurants, Pizza"
G-3364B-eVslDufNEpHAOQ,"Categories: Breakfast & Brunch, Diners, American (Traditional), Restaurants, Burgers, American (New)"
_HH5CmB4e7uWnck0_MxfTA,"Categories: Breakfast & Brunch, Italian, Mediterranean, Restaurants"
QDgGe--XQrPrap3u5EjAmg,"Categories: Fast Food, Coffee & Tea, Burgers, Food, Restaurants"
ttJvbadlf1LV7_1MOXm3lA,"Categories: Eyewear & Opticians, Optometrists, Shopping, Health & Medical"
sAlYBD15A_4JIUgbH5KPhw,"Categories: Pediatric Dentists, Cosmetic Dentists, Dentists, General Dentistry, Health & Medical"
k43EjOUSYAst_DK4WORMWg,"Categories: Food, Drugstores, Convenience Stores, Beauty & Spas, Cosmetics & Beauty Supply, Shopping"
RvAFY_Tr0nKfRXTvjkDaOA,"Categories: Shopping, Convenience Stores, Photography Stores & Services, Food, Cosmetics & Beauty Supply, Beauty & Spas, Drugstores"
uGlq_H-hwPMLpEOABesDRA,"Categories: Mexican, Restaurants"
uogt8KPrcYxm7dgxm6mUHA,"Categories: Used, Vintage & Consignment, Home Decor, Home & Garden, Shopping, Fashion"
X-tcDNuuEwUqJf9Sp9ELuA,"Categories: American (Traditional), Restaurants, Italian, Greek"
krnwlIAHk8JkYXIaEszWzg,"Categories: Eyewear & Opticians, Professional Services, Shopping, Appliances & Repair, Local Services"
LNub5sLyBNl3DRQnqcAtFg,"Categories: Department Stores, Personal Shopping, Shopping, Electronics, Discount Store, Fashion, Home & Garden, Furniture Stores, Food, Grocery"
yUeQqByQ53UqPm8T9YtvoA,"Categories: Restaurants, Chinese"
DUfI_iaSWzHJecLJ-rxLYQ,"Categories: Barbeque, Restaurants, American (Traditional), Steakhouses"
ZWd6jyzszd6qAnG4oBSztQ,"Categories: Restaurants, Fast Food, Burgers, Chicken Wings"
NPpIyfRD5TV1ITKVbe8wJg,"Categories: Mexican, Restaurants"
zA_5qe8518wN3K5oA3HkuQ,"Categories: Hotels & Travel, Event Planning & Services, Hotels"
V9He-SVN5zhWY3BQfYCGNA,"Categories: Medical Centers, Pediatric Dentists, Dentists, General Dentistry, Health & Medical, Cosmetic Dentists, Endodontists"
J4Il3CUIsPL1jf7mLvE1kw,"Categories: Real Estate Services, Real Estate Agents, Real Estate, Home Services"
Zre4lF64SV-apIpCx8REvw,"Categories: American (Traditional), Restaurants, Steakhouses, Sandwiches"
p3EJ5q52i6xAMFjCj6rRhQ,"Categories: Restaurants, Hot Dogs, Burgers"
fdpalN2LrEfWVqOm3eO8dQ,"Categories: Fast Food, Restaurants, Food, Food Delivery Services, Sandwiches, Delis"
kiaX4nLe_sXIpNXYmXgfiA,"Categories: Fashion, Women's Clothing, Department Stores, Home & Garden, Shopping, Home Decor"
paN9whOcxhHpGwE6oAI1sg,"Categories: Breakfast & Brunch, Restaurants, Cafes"
KE3ugQ48vGqhyklVBp9NiQ,"Categories: Pretzels, Food"
SLWMy4MsvvAAtiyYrrfHag,"Categories: Packing Supplies, Printing Services, Shopping, Professional Services, Couriers & Delivery Services, Signmaking, Local Services, Shipping Centers"
O998e7eUN45YDid-GxM1yw,"Categories: Pizza, Restaurants, Breakfast & Brunch, American (New), American (Traditional)"
qxCyunW9wW3NSOmS_V_BMg,"Categories: Shopping, Cannabis Dispensaries, Cannabis Clinics, Health & Medical"
yQGPiN-UmRE7cyRTiiQoZw,"Categories: Pizza, Restaurants, Sandwiches, Salad"
KeT8uehA2gVy6sycGdl_OQ,"Categories: Restaurants, Chicken Wings, Sandwiches, Pizza"
bIE-Zd38K1FqgRkv6XtK6g,"Categories: Cocktail Bars, Bars, Restaurants, Nightlife, American (New), Lounges"
VdHjTrOjwIiOGBB8dsk33A,"Categories: Food, Furniture Stores, Shopping, Beer, Wine & Spirits, Home & Garden"
lMOFuKksLDn3MmW-XOGFwg,"Categories: Hardware Stores, Shopping, Home & Garden"
5aYfdAOuLRLQ_rJuXkJUhg,"Categories: Automotive, Auto Repair, Tires"
l4_FAzIqaeKwvE7IyI8FNA,"Categories: Oil Change Stations, Automotive, Auto Repair, Tires"
IjcyR7oYbSpeim1MunQA0w,"Categories: Restaurants, Barbeque"
i_BpS8-4ri6Pr-sW0fP0fQ,"Categories: Breakfast & Brunch, Restaurants, Diners"
BYM9GFFZaEODMFQ2G5141g,"Categories: Local Services, Dry Cleaning & Laundry, Laundry Services, Sewing & Alterations"
q8QIQS28T9V6vWsxdfDCbg,"Categories: Home Decor, Shopping, Fabric Stores, Art Supplies, Arts & Crafts, Home & Garden"
rtgphiQmCZQbNaM3b34u6w,"Categories: Restaurants, American (Traditional), Burgers"
0Bn9pMb_qcBO5mZYa3QAEA,"Categories: Restaurants, American (Traditional), Barbeque"
-l-FYsn2mCCDKTTS-uqssA,"Categories: Restaurants, Nightlife, American (Traditional), Bars"
1DjwGilS435acWHMzG83dQ,"Categories: Italian, Restaurants"
6BJwqc8rShdKHyizuR0Q5g,"Categories: American (Traditional), Nightlife, Bars, Burgers, Restaurants, Sandwiches, Sports Bars, Karaoke"
vYglkvPqLy1Oa_sSsRpOdA,"Categories: Active Life, Arcades, Batting Cages, Arts & Entertainment, Mini Golf, Amusement Parks"
pjTaBQJ03T5TdmMi6ph4gw,"Categories: Chicken Shop, Chicken Wings, Fast Food, Restaurants"
icpUCKIr8oAJEQW64pabjA,"Categories: Food, Coffee & Tea"
cmT2xSKa24IxYlvtUfvmfg,"Categories: Grocery, Drugstores, Mobile Phones, Electronics, Discount Store, Department Stores, Food, Shopping, Fashion"
nbzHH6xgT-6DiQA-dR93Uw,"Categories: Food, Discount Store, Fashion, Grocery, Electronics, Department Stores, Shopping, Drugstores"
MebTj2fKmOQOD9K1a4WfCQ,"Categories: Restaurants, Pizza"
wBByR6Xx7kqQq1siplnEbQ,"Categories: American (Traditional), Restaurants"
VRgaLnWRjUi16zjUfStKlw,"Categories: Veterinarians, Pets"
6yYc_9HtKYkW4Qas7Y10lQ,"Categories: Nightlife, Bars"
w-dHAHJFx6VSs58nHTZhTg,"Categories: Beauty & Spas, Hair Salons, Barbers, Men's Hair Salons"
0708gy7o-RRTV_Pxxp9faQ,"Categories: Event Planning & Services, Hotels, Hotels & Travel"
lN9i_kEd4Pvl8YQ-D669Rw,"Categories: Race Tracks, Active Life, Bars, Sports Bars, Arts & Entertainment, Nightlife, Tours, Stadiums & Arenas, Parks, Horse Racing, Hotels & Travel"
2R3IuWYcYqt2sd6qkF0sbg,"Categories: Vape Shops, Shopping, Tobacco Shops, Electronics"
JQUQ_wa8JIiSe3YIms6b6A,"Categories: Restaurants, Coffee & Tea, Food, Sandwiches"
KWaqFiJmkePvTerZpC93GA,"Categories: Ice Cream & Frozen Yogurt, Food, Restaurants, Fast Food, Burgers"
MW3rpMLnVr7I6izfBw-1Hw,"Categories: Landmarks & Historical Buildings, Local Flavor, Public Services & Government"
99xQJ7r2rQz28BwkLJFJYg,"Categories: Beauty & Spas, Waxing, Nail Salons, Hair Removal, Nail Technicians"
3M1sbXW1-HGSA-y1xlu-Ug,"Categories: Pets, Dog Walkers, Pet Services, Pet Boarding, Pet Sitting"
yvm98EIKEVAEq_6iKX4XSA,"Categories: Food, Cosmetics & Beauty Supply, Drugstores, Convenience Stores, Photography Stores & Services, Shopping, Beauty & Spas"
oGExCEP2PeK0OZ0ob34azQ,"Categories: Pet Services, Pet Photography, Pets, Pet Stores, Pet Groomers"
83UIUa6mx8dM8pfaYdJHxg,"Categories: Food, Diners, Restaurants"
X0fFA4BOE7pT2AWbf2UANQ,"Categories: Laboratory Testing, Diagnostic Services, Health & Medical"
5SVVXuGC_OmLQFIt4eIrpA,"Categories: Mobile Phones, Local Services, Electronics Repair, Shopping, IT Services & Computer Repair, Telecommunications, Mobile Phone Repair"
ZrDQusoqsuHlpiIxKMdf5Q,"Categories: Fast Food, Italian, American (New), Pizza, Restaurants"
uaF7pN7kIFMhzTU0X8Q_qA,"Categories: Restaurants, Pizza"
vQ4kaHETK8PYoyru-FxpZA,"Categories: Bakeries, Food"
BAxyMeWfg1w_HEaTZHADxg,"Categories: Hair Salons, Beauty & Spas"
vn77wHysnYCLreT00y4ryA,"Categories: Food, Grocery, Automotive, Convenience Stores, Gas Stations"
swfj4aynPy5oj_x_wJhIfQ,"Categories: Oil Change Stations, Automotive, Auto Repair"
xG9Jy1ax7__d_jADfYCpaw,"Categories: Restaurants, American (New), Chinese"
d8GzibPKHhYTvvEA7eE_gA,"Categories: Food, Ice Cream & Frozen Yogurt"
2I9NoGyYhRUmd0ZGcc-1Qg,"Categories: Food, Candy Stores, Specialty Food, Ice Cream & Frozen Yogurt, Desserts"
JkWYGCUeEtL_PvcT_NuRXg,"Categories: Automotive, Auto Detailing"
4e0AuvnWvjr2cJEaEdrtxA,"Categories: Chinese, Restaurants"
OgyYEMJAiGadEtRM5uKLiw,"Categories: Tires, Automotive, Auto Repair, Oil Change Stations"
Ew1jBB6kHoQUhuqqXrJa-A,"Categories: Appliances, Home & Garden, Shopping"
O5n3t62mGb_F1l_JhLApzg,"Categories: Food, Convenience Stores, Gas Stations, Automotive"
U5UhfwSdpPiGRK_8PEDkwQ,"Categories: Restaurants, Food Delivery Services, Food, Pizza"
NRiBKVQro4594a8_dDgwsg,"Categories: Restaurants, Italian"
cQDUoid9D_hF8L2GxtHWOw,"Categories: Restaurants, Filipino, Asian Fusion, Breakfast & Brunch"
Rk0SeN8Ur_Z7cVHZttGLKw,"Categories: Cafes, Caterers, Event Planning & Services, Sandwiches, Meat Shops, Specialty Food, Restaurants, Delis, Food"
0p9e6khsaLVK7DRykV_vfA,"Categories: Beer, Wine & Spirits, Wineries, Arts & Entertainment, Food"
SaZJPDpHKl57z3giyPcleg,"Categories: Public Services & Government, Landmarks & Historical Buildings"
q3vwaJWQpipnuEiMPSPzfQ,"Categories: Bars, Nightlife, Departments of Motor Vehicles, Public Services & Government, Local Services"
A1kRoZVVxF_0fS7gtywy3A,"Categories: General Dentistry, Health & Medical, Dentists"
Wr6JE38h9Ca32H72pYAEKQ,"Categories: Pet Services, Pet Groomers, Pets, Pet Sitting, Pet Training, Pet Stores"
6O-tfW_X05KbYfF3sDRPIQ,"Categories: Hot Dogs, American (Traditional), Restaurants, Burgers"
wVbtjcIZsVSWz_rv1eI5ew,"Categories: Restaurants, Fast Food, Sandwiches"
DEpvxtBjMoTt_uMAH0tGNw,"Categories: Museums, Arts & Entertainment"
VKJYOnjRrPcXSkXCTynwbg,"Categories: Restaurants, Sandwiches, Chicken Wings, Pizza"
kABblVi4JEZUTuQvxW2MVA,"Categories: Local Services, Clock Repair, Shopping, Watch Repair, Watches"
OIGxGpxJ-r-6WaljvdmRAw,"Categories: Bakeries, Drugstores, Shopping, Flowers & Gifts, Florists, Food, Grocery"
A_2noC7CWV2gy0gvZLA-vQ,"Categories: Food, Burgers, Restaurants, Ice Cream & Frozen Yogurt"
ueTwWjkoo9aFsBi1tdNGoA,"Categories: Children's Clothing, Fashion, Shopping, Women's Clothing, Men's Clothing"
f0rdhq2KBxVn_SqPQG8b7A,"Categories: Active Life, Golf"
S9tdibDgtvdWLiyINyi4nw,"Categories: Italian, Bars, Nightlife, Restaurants"
1NPLNaK1_XMDn_ibCTG5Pw,"Categories: Restaurants, Chinese"
B2SzUN9ufZ8htSam4NDA7w,"Categories: Bakeries, Bagels, Restaurants, Food, Salad, Breakfast & Brunch, Soup, Sandwiches"
J8hyBTTFCXwmi_Vx32ghYg,"Categories: Restaurants, Tacos, Breakfast & Brunch, Mexican, Fast Food, Burgers"
vz2ZulA2VTqlw051b73kUw,"Categories: Distilleries, Beer, Wine & Spirits, Food"
VYoyGAFEeVD3NRZiHnyrOQ,"Categories: Shopping, Department Stores, Candle Stores, Fashion, Furniture Stores, Home Decor, Home & Garden"
y1htpGz1bd7PF7IUKZ42HA,"Categories: Steakhouses, American (Traditional), Sports Bars, Nightlife, Bars, Restaurants, Burgers"
FX8rw3b7a-ZEEcwxUjPZCw,"Categories: Florists, Grocery, Shopping, Drugstores, Bakeries, Flowers & Gifts, Food"
dmo3bB3_vxasVCOYxsH2Ag,"Categories: Hotels & Travel, Event Planning & Services, Hotels"
O97yGYrl77VQ4CCNhaZnlw,"Categories: Restaurants, Lounges, Bars, American (Traditional), Nightlife"
tdd8AJscOtb8HF0aQ8hPew,"Categories: Mexican, Restaurants"
2L2G2hfs8QKfJfK1iAyhFw,"Categories: Body Shops, Automotive, Auto Repair, Car Dealers, Tires, Gas Stations"
G1vUqy1-vDsCbCFrZkFnuQ,"Categories: Food, Coffee & Tea, Restaurants, Fast Food, Burgers"
ZHyJeUegajPdETnQlrtP6Q,"Categories: American (New), Burgers, American (Traditional), Breakfast & Brunch, Restaurants"
ECUelIhTviDQAx6haLHloA,"Categories: Restaurants, Bars, Sports Bars, American (New), Nightlife"
qzN4kTqIn9OijUwod5_ETA,"Categories: Event Planning & Services, Arts & Crafts, Cards & Stationery, Gift Shops, Shopping, Flowers & Gifts"
iUbL-hGJXUIDaveUmgUxNQ,"Categories: Health & Medical, Dentists, Endodontists, General Dentistry, Cosmetic Dentists"
MxVGWF3jk50kYcA0EDMG0w,"Categories: Mexican, Restaurants"
5PnvclTGcdVDMGh6oSvhdg,"Categories: Food, Restaurants, Food Delivery Services, Soup, Salad, American (Traditional)"
3u3lXfvbpD_21ZoxAk_Chg,"Categories: Arts & Entertainment, Professional Sports Teams, Stadiums & Arenas, Party & Event Planning, Event Planning & Services"
eDfmJgWv43ysajI3jdDIqw,"Categories: Restaurants, Salad, Chicken Wings, Pizza, Sandwiches"
jyReP7Asu0X3JWl0Gw_uJw,"Categories: Restaurants, Sandwiches, Event Planning & Services, Venues & Event Spaces, Beer, Wine & Spirits, Bars, Nightlife, Food, Pizza, Wine Bars"
7S2rwiMVERAeaWFwPsXgvg,"Categories: Signmaking, Professional Services, Printing Services, Local Services, Couriers & Delivery Services, Shipping Centers"
oQ9uiS37OyS6ej0_mY0xow,"Categories: Restaurants, Mexican"
F_uCny898hCrK1pByKLkaw,"Categories: Barbeque, Smokehouse, Restaurants, Food"
5QVKwvyDy8Vwm6Pq1rjQFA,"Categories: Comic Books, Books, Mags, Music & Video, Shopping"
a0290zqXW5L-GwtGnmNRmg,"Categories: Beauty & Spas, Nail Salons, Nail Technicians, Hair Removal, Skin Care, Waxing"
aqm4UgTePLnRFNGfqWJMsA,"Categories: Food, Ice Cream & Frozen Yogurt"
-imlMPrEJ8cc99qjEclKVA,"Categories: American (New), Restaurants, Diners, Burgers, American (Traditional), Breakfast & Brunch, Fast Food"
l-yRBIxUG9qgvS7FXX_r8w,"Categories: Pets, Pet Training, Pet Services, Pet Stores, Pet Groomers"
4Gqm_BcR8r-ZKIeiU2SaIQ,"Categories: Mediterranean, Restaurants"
HKijmE7RgJWvO8FSEnbeJg,"Categories: Breakfast & Brunch, American (New), Burgers, American (Traditional), Restaurants"
26zHuqKNHRfoS07r11uHpw,"Categories: Restaurants, Bistros"
DN6gyvbJLu1KovEazuCwJw,"Categories: Real Estate, Banks & Credit Unions, Financial Advising, Financial Services, Mortgage Brokers, Mortgage Lenders, Home Services"
_cXaVePsZOiKlXwsQ8vcxA,"Categories: American (Traditional), Restaurants, Seafood"
-fSp2tpieaiHOtBt7SXP9Q,"Categories: Steakhouses, Restaurants, American (Traditional), Burgers, Bars, Sports Bars, Nightlife, Chicken Wings"
ANYJZyOVYE7b0QGRjf0JgQ,"Categories: Arts & Entertainment, Arcades, Amusement Parks, Active Life"
tHZQyRT-8TkLvf3zi8vZ2g,"Categories: Health & Medical, Diagnostic Services, Laboratory Testing"
PI5VZQiCiVCZOkqvD1joaQ,"Categories: Food, Health Markets, Juice Bars & Smoothies, Specialty Food"
_-AIbZSkfTFtgn_kKsk7Xw,"Categories: Bars, Dance Clubs, Nightlife, Lounges"
KsUimGJMBc7hNcNtZVrvRw,"Categories: Burgers, Coffee & Tea, Food, Fast Food, Restaurants"
UMqxcGl-Wh14TQub8IwO0Q,"Categories: Automotive, Tires, Auto Repair, Oil Change Stations"
Wb1btfe1ZYyZGaIhUIzT4g,"Categories: Auto Glass Services, Auto Repair, Body Shops, Insurance, Automotive, Financial Services, Towing"
vcNYhPd7G8p3AtcFGBxM5g,"Categories: Chinese, Sushi Bars, Buffets, Restaurants"
gW6koHYSdPuMv5h5yo6nfg,"Categories: Event Planning & Services, Hotels, Hotels & Travel"
GBQL5e5VSkJ9EKxeSoPUsA,"Categories: Cupcakes, Custom Cakes, Food, Ice Cream & Frozen Yogurt"
FXyS4QE06D07KCBF3TnI2g,"Categories: Hotels, Hotels & Travel, Event Planning & Services"
Czwsap-OHVx0VjykOtoFxg,"Categories: Jewelry, Fashion, Arts & Crafts, Accessories, Advertising, Arts & Entertainment, Professional Services, Women's Clothing, Art Supplies, Shopping"
A5ugNXn6Nftdwzq1P30Xsg,"Categories: Butcher, Meat Shops, Specialty Food, Food"
TwPkrfYzpBQwT0-KxAUZBA,"Categories: Tacos, Fast Food, Mexican, Restaurants"
IMCfwsS5hMrgSkyz_RlqLw,"Categories: Italian, Pizza, Restaurants"
7bClKJn31XzbvrCfaY5ryw,"Categories: Restaurants, Nightlife, Bars, American (Traditional)"
_Ay6Vwlo0cDLWWIJYzjP1w,"Categories: Cosmetics & Beauty Supply, Hair Salons, Beauty & Spas, Shopping, Men's Hair Salons, Hair Stylists"
BWdMw2z2e7ny4PXR_dp-uA,"Categories: Arts & Crafts, Paint-Your-Own Pottery, Shopping, Arts & Entertainment"
cFtJ5KhdLk6D2KgvXBjvDQ,"Categories: Shopping, Mobile Phones"
GA8WLE2d9k1Fwuaxl9t3Aw,"Categories: Nightlife, American (Traditional), Restaurants, Pubs, Bars, Fish & Chips"
RGtsNbMDXgKlHZcEeeHzZA,"Categories: Doctors, Physical Therapy, Naturopathic/Holistic, Pain Management, Chiropractors, Health & Medical"
rHhhzUIx9Bi3prHnw5iq5g,"Categories: Beauty & Spas, Nail Salons"
UYcSFS9Y_yzYlGjljXWZyg,"Categories: Laundromat, Local Services, Laundry Services"
pew2A8x8ssawntb1ddlN-w,"Categories: Event Planning & Services, Hotels & Travel, Hotels"
4Tzx9uZEchKL60Okg5oghg,"Categories: Car Dealers, Automotive"
ZT0kuGBOdJK_Y6K3W6O1Yw,"Categories: Barbers, Hair Salons, Tanning, Shopping, Accessories, Fashion, Beauty & Spas, Blow Dry/Out Services, Nail Salons, Hair Stylists, Spray Tanning"
m0k9T1miGfdyfOPquH1aEA,"Categories: Automotive, Oil Change Stations, Tires, Auto Repair, Auto Parts & Supplies"
A9IztUd0S2Tvykqgl-PYMg,"Categories: Books, Mags, Music & Video, Comic Books, Toy Stores, Shopping, Hobby Shops"
eWRinUGra5YZGLrCncwkfA,"Categories: Restaurants, Pizza, Food Delivery Services, Food, Delis, Sandwiches"
Xnp62gS-Ws53zw6V1UMnQQ,"Categories: Mattresses, Shopping, Furniture Stores, Home & Garden, Home Decor"
szamoM9NWmqMgNmhCIWztQ,"Categories: Food, Restaurants, Burgers, Coffee & Tea, Fast Food"
9aTiHeFSRH-7KPbfREe_Dg,"Categories: Chicken Shop, Fast Food, Chicken Wings, Restaurants"
TuQKGufA3lWZovSq-abpRQ,"Categories: Mexican, Restaurants"
Mx7DSCpZgXSUAMW7bsiy_g,"Categories: Steakhouses, Restaurants, Breweries, Food"
3nMW3qEAG6etMBaZz2Zgow,"Categories: Pet Stores, Pet Groomers, Pets, Pet Services"
HW9HGbKQmsoqfAVyUR5mDQ,"Categories: Chinese, Restaurants"
bxYDpLu4dSWZDQIWV0QowQ,"Categories: American (New), Restaurants, Burgers, Sandwiches, Fast Food"
-P6TzxVyvvsLJs4O3E6DcA,"Categories: Restaurants, Food Trucks, Steakhouses, Food, Latin American, Event Planning & Services, Argentine, Caterers"
vp-dlBqygZjhH1F8lUy-mg,"Categories: Auto Repair, Tires, Oil Change Stations, Automotive, Towing"
Kj-2cOwy0AEu8voXw7-3rA,"Categories: Restaurants, Pizza"
ID_eLwzi6_qsgWiMBEDI7g,"Categories: Nail Salons, Beauty & Spas"
-6kNhGurAbdNQanqbAaoMg,"Categories: Pizza, Restaurants"
yVM8b4mD5nOmSwmZWgDwog,"Categories: Steakhouses, Restaurants"
qeDS4OWCtbnIP5Thnw4uMw,"Categories: Men's Hair Salons, Hair Salons, Beauty & Spas"
NJ1F5sK7T8KcGqtsibkoXA,"Categories: Food, Wineries, Arts & Entertainment"
ukPx_UdetnK-d1c8w5Upxg,"Categories: Automotive, Oil Change Stations, Auto Repair, Wheel & Rim Repair, Tires"
4BEeXyhsDpPaviHJa_7TMA,"Categories: Automotive, Auto Repair, Oil Change Stations, Auto Parts & Supplies, Tires"
tEw1h8gNe2oVK1eYKZi2Rg,"Categories: Beauty & Spas, Nail Salons"
QTh-3Tj8FNe5wpWXSpabXw,"Categories: Restaurants, Tex-Mex, Fast Food, Breakfast & Brunch, Mexican, Tacos"
S9Yq0v8Re7Bz3slcBN7Kgg,"Categories: Burgers, Fast Food, Diners, Breakfast & Brunch, Juice Bars & Smoothies, Food, Restaurants, American (Traditional), American (New)"
YdbWLShEm-CAssaJ8bdipA,"Categories: Venues & Event Spaces, Party & Event Planning, Event Planning & Services, American (Traditional), American (New), Restaurants, Caterers"
Atse6Lh2P_4n6XbC5JAb7Q,"Categories: Tires, Automotive"
WEgMOHkKoWyr-6NpyB6mzQ,"Categories: Home Services, Roofing, Siding, Gutter Services"
6hi8Hlp3I2N_O8M_GvoZ5g,"Categories: Grocery, Food"
h8CUB6lajtPuaMal5wdCEw,"Categories: Auto Parts & Supplies, Car Dealers, Automotive, Auto Repair"
XBGXPRTzUTPdzBRmNCjOig,"Categories: Ice Cream & Frozen Yogurt, Coffee & Tea, Food"
BPGCMo-yZUTHGkXNIcDoBw,"Categories: Pizza, Italian, Restaurants"
vwv7M49sCxh7pIa-cAVb4w,"Categories: Pizza, Restaurants, American (New), Sandwiches"
Cvo2vHu-teGgij4xHbdOUw,"Categories: Hotels & Travel, Event Planning & Services, Wedding Chapels, Bed & Breakfast, Guest Houses, Vacation Rentals, Hotels"
jVvuP0Cy4Oseas9E7Rzr-g,"Categories: Mexican, Tex-Mex, American (Traditional), Restaurants"
PhyHWBTwsXksSkI2hk96Fw,"Categories: Restaurants, Mexican, Tacos, Breakfast & Brunch, Fast Food, Burgers"
DS5pOk4CWA2jMohFLY3q7w,"Categories: Dry Cleaning & Laundry, Local Services, Laundry Services"
IBmgWfsTokX3kwpFmaKB6Q,"Categories: American (New), Restaurants"
jZdNDEXknclHYVCFXWaGxA,"Categories: Event Planning & Services, Gift Shops, Home Decor, Shopping, Home & Garden, Arts & Crafts, Wedding Planning, Flowers & Gifts"
O2JWavjKGinoO-re2Ymi2A,"Categories: Salad, Mediterranean, Restaurants, Sandwiches"
KBza-wFbrUHipbJjkBI1KQ,"Categories: Chinese, Restaurants"
lBtxj8nQqOmuF0b__WHWAA,"Categories: Restaurants, Cajun/Creole, Seafood, Burgers"
Vus-egh46SDWJXJmYc0quA,"Categories: Bridal, Shopping"
b01W9cJtcB0dtXqnNtsstA,"Categories: Coffee & Tea, Fast Food, Burgers, Restaurants, Food"
XXRaYrNad94JXygq-zz7Jw,"Categories: Dive Bars, Bars, Nightlife, Restaurants, American (New)"
